Fid  | Fname                                    | Fgroup           | Fcalorie  | Fcarb    | Fprotein | Ffat     | Fsodium   | Ffiber  | 1 | Fserving   | 10
1523 | Post Honey Nut Shredded Wheat            | Breakfast Cereal |    220.07 |    49.32 |     5.01 |     1.71 |     60.18 |    6.31 | 1 | 1 cup (1 n | 10
1524 | Post Honeycomb Cereal                    | Breakfast Cereal |    126.08 |    27.72 |     1.92 |     0.94 |    176.96 |    1.02 | 1 | 1 (1/2) cu | 10
1525 | Post Raisin Bran Cereal                  | Breakfast Cereal |    191.16 |    46.55 |     4.48 |     0.94 |    225.38 |    8.08 | 1 | 1 cup (1 n | 10
1526 | Post Selects Blueberry Morning           | Breakfast Cereal |    217.25 |    44.88 |     3.58 |     2.92 |    187.55 |    2.58 | 1 | 1 (1/4) cu | 10
1527 | Post Selects Maple Pecan Crunch          | Breakfast Cereal |    214.76 |    40.25 |     4.42 |     4.52 |    124.28 |    3.85 | 1 | 3/4 cup (1 | 10
1528 | Post Shredded Wheat N Bran Spoon-Size    | Breakfast Cereal |    200.01 |    47.58 |     6.45 |     1.22 |         0 |    8.67 | 1 | 1 (1/4) cu | 10
1529 | Post Shredded Wheat Original Big Biscuit | Breakfast Cereal |    158.39 |    37.11 |     5.34 |     0.94 |      0.94 |    5.83 | 1 | 2 biscuits | 10
1530 | Post Shredded Wheat Original Spoon-Size  | Breakfast Cereal |    171.99 |    39.89 |     5.78 |     1.03 |      0.98 |    6.08 | 1 | 1 cup (1 n | 10
1531 | Post Waffle Crisp                        | Breakfast Cereal |       117 |     24.9 |     1.98 |      1.5 |     178.8 |    1.32 | 1 | 1 cup (1 n | 10
1532 | Quaker Capn Crunch                       | Breakfast Cereal |    107.46 |    23.09 |     1.19 |     1.38 |    203.58 |    0.68 | 1 | 3/4 cup (1 | 10
1533 | Quaker Capn Crunch With Crunchberries    | Breakfast Cereal |    103.22 |    22.34 |     1.16 |     1.26 |     188.5 |    0.68 | 1 | 3/4 cup (1 | 10
1534 | Quaker Capn Crunchs Halloween Crunch     | Breakfast Cereal |    104.52 |    22.14 |     1.15 |     1.47 |    186.94 |    0.65 | 1 | 3/4 cup (1 | 10
1535 | Quaker Capn Crunchs Peanut Butter Crunch | Breakfast Cereal |    112.59 |    21.24 |     1.92 |     2.49 |    200.34 |    0.73 | 1 | 3/4 cup (1 | 10
1536 | Quaker Christmas Crunch                  | Breakfast Cereal |    103.22 |    22.34 |     1.15 |     1.26 |    188.24 |    0.68 | 1 | 3/4 cup (1 | 10
1537 | Quaker Corn Grits Instant Plain Dry      | Breakfast Cereal |     99.47 |    22.74 |     2.12 |     0.62 |    325.09 |    1.22 | 1 | 1 packet   | 10
1538 | Quaker Hominy Grits White Quick Dry      | Breakfast Cereal |    128.76 |    29.45 |     3.26 |     0.44 |      0.37 |    1.78 | 1 | 1/4 cup    | 10
1539 | Quaker Hominy Grits White Regular Dry    | Breakfast Cereal |    148.01 |    32.47 |     3.61 |     0.66 |      0.41 |    0.66 | 1 | 1/4 cup (1 | 10
1540 | Quaker Honey Graham Oh!s                 | Breakfast Cereal |    111.24 |    22.59 |     1.06 |     2.06 |    183.33 |    0.57 | 1 | 3/4 cup (1 | 10
1541 | Quaker Instant Grits Butter Flavor Dry   | Breakfast Cereal |    103.32 |    20.95 |     2.27 |     1.58 |    335.16 |    1.32 | 1 | 1 packet ( | 10
1542 | Quaker Instant Oatmeal Banana Bread Dry  | Breakfast Cereal |    150.88 |    31.04 |     3.68 |     1.99 |       287 |    2.75 | 1 | 1 packet ( | 10
1543 | Quaker Instant Oatmeal Organic Regular   | Breakfast Cereal |    150.47 |    27.47 |     6.56 |     2.58 |      1.64 |    4.02 | 1 | 1 packet   | 10
1544 | Quaker King Vitaman                      | Breakfast Cereal |    118.11 |    25.99 |     1.99 |     1.07 |    255.75 |    1.05 | 1 | 1 (1/2) cu | 10
1545 | Quaker Maple Brown Sugar Life Cereal     | Breakfast Cereal |    119.36 |    25.24 |     2.93 |      1.3 |    152.64 |    2.02 | 1 | 3/4 cup (1 | 10
1546 | Quaker Mothers Cinnamon Oat Crunch       | Breakfast Cereal |     229.2 |    47.87 |     6.36 |     2.74 |       165 |    4.86 | 1 | 1 cup (1 n | 10
1547 | Quaker Mothers Cocoa Bumpers             | Breakfast Cereal |    126.06 |    29.67 |     1.39 |     0.53 |    149.16 |    0.89 | 1 | 1 cup (1 n | 10
1548 | Quaker Mothers Graham Bumpers            | Breakfast Cereal |    106.12 |    24.89 |     1.27 |     0.41 |    212.24 |    0.73 | 1 | 3/4 cup (1 | 10
1549 | Quaker Mothers Toasted Oat Bran Cereal   | Breakfast Cereal |    119.04 |    24.13 |     3.66 |     1.61 |    208.96 |    2.75 | 1 | 3/4 cup (1 | 10
1550 | Quaker Oatmeal Squares                   | Breakfast Cereal |    212.24 |    43.55 |     6.37 |      2.7 |    194.32 |    4.65 | 1 | 1 cup (1 n | 10
1551 | Quaker Oatmeal Squares Cinnamon          | Breakfast Cereal |    212.24 |    43.73 |     6.29 |     2.73 |    192.64 |    4.87 | 1 | 1 cup (1 n | 10
1552 | Quaker Oatmeal Squares Golden Maple      | Breakfast Cereal |     212.8 |     43.7 |     6.33 |      2.7 |    194.32 |    4.65 | 1 | 1 cup (1 n | 10
1553 | Quaker Quaker Crunchy Bran               | Breakfast Cereal |     89.37 |    22.59 |     1.72 |      1.1 |    204.93 |    4.13 | 1 | 3/4 cup (1 | 10
1554 | Quaker Quaker Honey Graham Life Cereal   | Breakfast Cereal |    119.36 |    25.14 |     2.99 |     1.32 |    156.16 |    2.02 | 1 | 3/4 cup (1 | 10
1555 | Quaker Quaker Multigrain Oatmeal Dry     | Breakfast Cereal |     133.6 |    29.05 |     5.06 |     1.09 |       2.8 |    4.76 | 1 | 1/2 cup (1 | 10
1556 | Quaker Quaker Oat Cinnamon Life          | Breakfast Cereal |    119.68 |    25.29 |     2.92 |     1.31 |    148.16 |    2.02 | 1 | 3/4 cup (1 | 10
1557 | Quaker Quaker Oat Life Plain             | Breakfast Cereal |    119.68 |    24.88 |     3.19 |     1.42 |    160.32 |    2.11 | 1 | 3/4 cup (1 | 10
1558 | Quaker Quaker Puffed Rice                | Breakfast Cereal |     53.62 |    12.29 |     0.98 |     0.13 |       0.7 |     0.2 | 1 | 3/4 cup (1 | 10
1559 | Quaker Quaker Puffed Wheat               | Breakfast Cereal |      54.9 |    11.46 |     2.44 |     0.32 |      0.75 |    1.41 | 1 | 1 cup (1 n | 10
1560 | Quaker Quick Oats Dry                    | Breakfast Cereal |     148.4 |    27.27 |     5.48 |     2.75 |       1.2 |    3.76 | 1 | 1/2 cup    | 10
1561 | Quaker Quick Oats With Iron Dry          | Breakfast Cereal |     148.4 |    27.27 |     5.48 |     2.75 |       1.2 |    3.76 | 1 | 1/2 cup    | 10
1562 | Quaker Shredded Wheat Bagged Cereal      | Breakfast Cereal |    219.24 |    51.04 |     7.08 |     1.27 |      2.52 |    7.43 | 1 | 3 biscuits | 10
1563 | Quaker Sweet Crunch/quisp                | Breakfast Cereal |    109.62 |    22.96 |     1.22 |     1.64 |     199.8 |    0.62 | 1 | 1 cup (1 n | 10
1564 | Quaker Toasted Multigrain Crisps         | Breakfast Cereal |    212.04 |    42.69 |     7.06 |     2.91 |    208.05 |    5.81 | 1 | 1 (1/4) cu | 10
1565 | Quaker Whole Hearts Oat Cereal           | Breakfast Cereal |    105.28 |    22.43 |     2.14 |     1.57 |    155.12 |    2.55 | 1 | 3/4 cup (1 | 10
1566 | Quaker Whole Wheat Natural Cereal Dry    | Breakfast Cereal |     133.2 |    29.92 |     4.72 |      0.8 |       3.2 |    3.96 | 1 | 1/2 cup    | 10
1567 | Ralston Corn Biscuits                    | Breakfast Cereal |     112.8 |    25.74 |     1.75 |     0.32 |     230.1 |    0.78 | 1 | 1 cup (nle | 10
1568 | Ralston Corn Flakes                      | Breakfast Cereal |    107.52 |    24.64 |     1.65 |     0.25 |    159.88 |    0.76 | 1 | 1 cup (1 n | 10
1569 | Ralston Crisp Rice                       | Breakfast Cereal |    126.39 |    28.45 |     2.21 |     0.42 |    179.85 |    0.23 | 1 | 1 (1/4) cu | 10
1570 | Ralston Crispy Hexagons                  | Breakfast Cereal |    109.91 |    25.17 |     1.72 |     0.28 |    149.93 |    0.43 | 1 | 1 cup (1 n | 10
1571 | Ralston Enriched Bran Flakes             | Breakfast Cereal |     113.1 |    23.13 |     2.96 |     0.97 |    169.94 |     4.9 | 1 | 1 serving  | 10
1572 | Ralston Tasteeos                         | Breakfast Cereal |     110.6 |    21.27 |        3 |      1.5 |    159.88 |       3 | 1 | 1 cup (1 n | 10
1573 | Rice Cream Of Cooked Made With Milk      | Breakfast Cereal |       312 |    47.38 |    10.42 |     8.52 |     290.4 |    0.24 | 1 | 1 cup, coo | 10
1574 | Rice Puffed Fortified                    | Breakfast Cereal |     56.28 |    12.57 |     0.88 |     0.07 |      0.42 |    0.24 | 1 | 1 cup      | 10
1575 | Toasted Wheat Germ                       | Breakfast Cereal |    108.49 |    14.09 |     8.26 |     3.04 |      1.14 |    4.29 | 1 | 1 oz       | 10
1576 | Uncle Sam Cereal                         | Breakfast Cereal |     190.3 |    36.18 |     8.79 |     6.38 |     113.3 |   11.16 | 1 | 3/4 cup (1 | 10
1577 | Upma Indian Breakfast Dish               | Breakfast Cereal |     147.9 |    23.87 |      3.5 |     4.35 |     168.3 |    2.04 | 1 | 1 cup, coo | 10
1578 | Weetabix Whole Grain Cereal              | Breakfast Cereal |    129.85 |    28.52 |        4 |        1 |    129.85 |    3.99 | 1 | 2 biscuits | 10
1579 | Wheat Cereal Chocolate Flavored Cooked   | Breakfast Cereal |     117.6 |    26.45 |      4.3 |     1.13 |     811.2 |    4.08 | 1 | 1 cup, coo | 10
1580 | Wheat Puffed Fortified                   | Breakfast Cereal |     43.68 |     9.55 |     1.76 |     0.14 |      0.48 |    0.53 | 1 | 1 cup      | 10
1581 | Wheatena Cooked With Water               | Breakfast Cereal |    136.08 |    28.67 |     4.86 |     1.22 |      4.86 |    6.56 | 1 | 1 cup      | 10
1582 | Wheatena Cooked With Water With Salt     | Breakfast Cereal |    143.37 |    28.53 |     4.93 |     1.09 |    578.34 |    4.86 | 1 | 1 cup      | 10
1583 | Wheatena Dry                             | Breakfast Cereal |     142.8 |    30.24 |     5.24 |     1.16 |       5.2 |    5.12 | 1 | 1/3 cup (1 | 10
1584 | White Cornmeal (Grits)                   | Breakfast Cereal |    182.47 |    37.93 |     4.39 |     1.18 |      5.14 |    2.06 | 1 | 1 cup      | 10
1585 | Whole Wheat Hot Natural Cereal Dry       | Breakfast Cereal |    321.48 |    70.69 |    10.53 |     1.88 |      1.88 |    8.93 | 1 | 1 cup      | 10
1599 | Cheese Cottage With Vegetables           | Dairy and Egg    |    107.35 |     3.39 |    12.32 |     4.75 |    455.39 |    0.11 | 1 | 4 oz       | 10
1611 | Cheese Sauce Prepared From Recipe        | Dairy and Egg    |      59.1 |     1.64 |      3.1 |     4.48 |     147.9 |    0.03 | 1 | 2 tbsp     | 10
1619 | Cottage Cheese (Blended With Fruit)      | Dairy and Egg    |    109.61 |     5.21 |    12.08 |     4.35 |    388.72 |    0.23 | 1 | 4 oz       | 10
1623 | Cream Substitute Flavored Liquid         | Dairy and Egg    |     37.65 |     5.26 |      0.1 |     2.02 |     10.05 |    0.17 | 1 | 1 tbsp     | 10
1624 | Cream Substitute Flavored Powdered       | Dairy and Egg    |     57.84 |     9.05 |     0.08 |     2.58 |     14.76 |    0.14 | 1 | 4 tsp      | 10
1679 | Hot Cocoa                                | Dairy and Egg    |     192.5 |    26.85 |      8.8 |     5.85 |       110 |     2.5 | 1 | 1 cup      | 10
1680 | Ice Cream Bar Or Stick Chocolate Covered | Dairy and Egg    |     165.5 |    12.25 |     2.05 |    12.05 |        34 |     0.4 | 1 | 1 bar      | 10
1681 | Ice Cream Cookie Sandwich                | Dairy and Egg    |     196.8 |    32.47 |     3.03 |     6.07 |    132.84 |    0.98 | 1 | 1 serving  | 10
1685 | Kraft Breakstones Reduced Fat Sour Cream | Dairy and Egg    |     47.12 |     2.02 |      1.4 |     3.72 |     18.29 |    0.03 | 1 | 2 tbsp     | 10
1698 | Lowfat Chocolate Milk                    | Dairy and Egg    |       190 |    30.32 |     7.47 |     4.75 |       165 |    1.75 | 1 | 1 cup      | 10
1701 | Lowfat Greek Strawberry Yogurt           | Dairy and Egg    |     157.5 |    18.43 |    12.26 |     3.85 |      49.5 |     1.5 | 1 | 1 containe | 10
1713 | Milk Shakes Thick Chocolate              | Dairy and Egg    |      33.8 |     6.01 |     0.87 |     0.77 |     31.52 |    0.09 | 1 | 1 fl oz    | 10
1721 | Mozzarella Cheese (Non-Fat Or Fat Free)  | Dairy and Egg    |    159.33 |     3.96 |    35.82 |        0 |    839.59 |    2.03 | 1 | 1 cup, shr | 10
1726 | Nonfat Chocolate Yogurt                  | Dairy and Egg    |     190.4 |       40 |        6 |        0 |     229.5 |    2.04 | 1 | 1 containe | 10
1728 | Nonfat Greek Strawberry Yogurt           | Dairy and Egg    |       123 |    18.11 |    12.07 |     0.23 |      49.5 |     0.9 | 1 | 1 containe | 10
1729 | Nonfat Greek Vanilla Yogurt              | Dairy and Egg    |       117 |    15.55 |    12.96 |     0.27 |        51 |    0.75 | 1 | 1 containe | 10
1731 | Nonfat Strawberry Yogurt                 | Dairy and Egg    |       126 |     18.8 |    12.04 |     0.33 |      49.5 |     0.6 | 1 | 5oz servin | 10
1737 | Processed Pimento Cheese                 | Dairy and Egg    |       525 |     2.42 |    30.98 |    43.68 |      1281 |    0.14 | 1 | 1 cup, dic | 10
1744 | Reddi Wip Fat Free Whipped Topping       | Dairy and Egg    |      5.96 |        1 |     0.12 |      0.2 |      2.88 |    0.02 | 1 | 1 tablespo | 10
1754 | Soft Serve Chocolate Ice Cream           | Dairy and Egg    |    190.92 |    19.09 |     3.53 |    11.18 |     52.46 |     0.6 | 1 | 1/2 cup    | 10
1766 | Yogurt Chocolate Nonfat Milk             | Dairy and Egg    |     190.4 |       40 |        6 |        0 |     229.5 |    2.04 | 1 | 1 containe | 10
1768 | Yogurt Greek Nonfat Vanilla Chobani      | Dairy and Egg    |     106.5 |    12.13 |    13.61 |     0.33 |        54 |    0.45 | 1 |  oz        | 10
1769 | Yogurt Greek Nonfat Vanilla Dannon Oikos | Dairy and Egg    |     127.5 |    19.08 |    12.18 |     0.21 |        48 |    0.75 | 1 | 5oz servin | 10
1770 | Yogurt Greek Strawberry Dannon Oikos     | Dairy and Egg    |       159 |     17.5 |    12.38 |     4.38 |        51 |     1.5 | 1 | 5oz servin | 10
1772 | Baked Alaska                             | Dairy and Egg    |    2033.6 |   290.61 |    40.92 |    80.28 |    1115.2 |    4.92 | 1 | 1 baked al | 10
1777 | Cheese Cottage Lowfat With Fruit         | Dairy and Egg    |    160.46 |    18.67 |    15.55 |     3.32 |       452 |    1.13 | 1 | 1 cup      | 10
1783 | Cheese Souffle                           | Dairy and Egg    |     193.8 |     6.06 |     8.87 |     14.9 |     313.5 |     0.1 | 1 | 1 cup      | 10
1784 | Cheese With Nuts                         | Dairy and Egg    |      63.6 |     0.88 |     2.68 |     5.66 |      81.9 |    0.23 | 1 | 1 tablespo | 10
1785 | Chicken Or Turkey Souffle                | Dairy and Egg    |    268.71 |     8.71 |     18.6 |    17.71 |    629.64 |    0.16 | 1 | 1 cup      | 10
1786 | Chocolate Milk Ready To Drink Low Fat    | Dairy and Egg    |     19.22 |     3.06 |     1.07 |     0.31 |     20.15 |    0.03 | 1 | 1 fl oz    | 10
1789 | Egg Benedict                             | Dairy and Egg    |    427.63 |    12.29 |    18.85 |     33.6 |    728.61 |    0.89 | 1 | 1 medium e | 10
1790 | Egg Creamed                              | Dairy and Egg    |     208.5 |     7.74 |     10.7 |    14.72 |     528.2 |    0.14 | 1 | 1 medium e | 10
1809 | Eggs A La Malaguena Puerto Rican Style   | Dairy and Egg    |    112.32 |      5.8 |     9.84 |     5.48 |     830.7 |    1.99 | 1 | 1 medium e | 10
1812 | Huevos Rancheros                         | Dairy and Egg    |    139.24 |    10.29 |     8.11 |     7.65 |    529.82 |    2.01 | 1 | 1 egg, ns  | 10
1813 | Ice Cream Bar Cake Covered               | Dairy and Egg    |    164.02 |     21.7 |     2.55 |     7.96 |    182.31 |    0.65 | 1 | 1 bar      | 10
1814 | Ice Cream Bar Or Stick With Fruit        | Dairy and Egg    |     66.01 |    10.14 |     0.93 |     2.55 |     18.45 |    0.94 | 1 | 1 bar      | 10
1815 | Ice Cream Fried                          | Dairy and Egg    |    375.06 |    43.58 |     5.24 |    20.16 |    198.17 |     1.6 | 1 | 1 cup      | 10
1816 | Ice Cream Pie No Crust                   | Dairy and Egg    |    222.32 | 20.73375 |    3.385 |  14.1525 |   72.4525 |   0.595 | 1 | Piece      | 10
1817 | Ice Cream Soda Chocolate                 | Dairy and Egg    |     208.8 |    36.55 |      2.4 |     6.96 |        72 |    0.72 | 1 | 1 soda (10 | 10
1819 | Light Ice Cream Cone Chocolate           | Dairy and Egg    |    131.04 |    23.43 |     3.56 |     2.73 |     60.06 |    0.47 | 1 | 1 cone and | 10
1820 | Light Ice Cream Cone Nfs                 | Dairy and Egg    |    115.44 |    20.44 |     4.02 |     2.29 |     65.52 |    0.16 | 1 | 1 cone and | 10
1821 | Light Ice Cream Fudgesicle               | Dairy and Egg    |    132.86 |    22.35 |     3.88 |     3.77 |     52.56 |    1.09 | 1 | 1 sicle (2 | 10
1828 | Milk Shake Bottled Chocolate             | Dairy and Egg    |      46.5 |     6.31 |     1.15 |     2.06 |      24.8 |     0.5 | 1 | 1 fl oz    | 10
1829 | Milk Shake Fast Food Chocolate           | Dairy and Egg    |       150 |    20.36 |      3.7 |     6.66 |        80 |     1.6 | 1 | 100 g      | 10
1830 | Milk Shake Home Recipe Chocolate         | Dairy and Egg    |      33.6 |     3.82 |     0.95 |     1.73 |      15.4 |    0.14 | 1 | 1 fl oz    | 10
1831 | Milk Shake Home Recipe Chocolate Light   | Dairy and Egg    |     27.16 |     3.59 |     1.11 |     0.93 |     15.12 |    0.08 | 1 | 1 fl oz    | 10
1832 | Milk Shake With Malt                     | Dairy and Egg    |     35.56 |     3.94 |     1.03 |     1.76 |      19.6 |    0.08 | 1 | 1 fl oz    | 10
1833 | Non-Dairy Milk Nfs                       | Dairy and Egg    |     78.08 |     9.64 |     2.73 |     3.05 |    141.52 |    0.49 | 1 | 1 cup      | 10
1837 | Ripe Plantain Omelet Puerto Rican Style  | Dairy and Egg    |    176.96 |    14.29 |      5.2 |    11.67 |     339.7 |    1.03 | 1 | 1 medium e | 10
1838 | Seafood Souffle                          | Dairy and Egg    |    240.09 |      8.7 |    15.76 |    15.63 |     699.6 |    0.16 | 1 | 1 cup      | 10
1839 | Shrimp-Egg Patty                         | Dairy and Egg    |     87.66 |     2.12 |      5.1 |     6.42 |    149.94 |    0.11 | 1 | 1 patty (a | 10
1840 | Squash Summer Souffle                    | Dairy and Egg    |    165.92 |     9.36 |     6.04 |    11.93 |    331.84 |    1.09 | 1 | 1 cup      | 10
1841 | Squash Winter Souffle                    | Dairy and Egg    |    122.46 |    19.11 |     5.34 |     3.39 |    262.19 |     3.3 | 1 | 1 cup      | 10
1845 | Strawberry Milk Non-Dairy                | Dairy and Egg    |    153.76 |    28.52 |     3.52 |     2.95 |    133.92 |    0.74 | 1 | 1 cup      | 10
